id,source,target,airlines
XIY-NKG,XIY,NKG,6
NKG-SHE,NKG,SHE,6
SIN-RGN,SIN,RGN,6
XMN-CAN,XMN,CAN,6
ORD-LAX,ORD,LAX,6
CKG-CGO,CKG,CGO,6
XMN-NNG,XMN,NNG,6
XMN-PEK,XMN,PEK,6
ORD-MEX,ORD,MEX,6
KMG-TNA,KMG,TNA,6
ORD-NRT,ORD,NRT,6
ORD-YUL,ORD,YUL,6
ORD-YYZ,ORD,YYZ,6
HKG-NKG,HKG,NKG,6
NKG-HKG,NKG,HKG,6
BKK-CAN,BKK,CAN,6
CAN-BKK,CAN,BKK,6
CSX-KWE,CSX,KWE,6
KWE-CSX,KWE,CSX,6
ACE-BHX,ACE,BHX,6
BKK-DAC,BKK,DAC,6
BHX-ACE,BHX,ACE,6
PVG-MFM,PVG,MFM,6
PVG-TAO,PVG,TAO,6
PHX-LAX,PHX,LAX,6
PPT-LAX,PPT,LAX,6
DEN-MSP,DEN,MSP,6
MSP-DEN,MSP,DEN,6
LGW-PMI,LGW,PMI,6
PMI-LGW,PMI,LGW,6
PVG-LAX,PVG,LAX,6
RDU-LHR,RDU,LHR,6
SAN-JFK,SAN,JFK,6
HBE-KWI,HBE,KWI,6
SCL-LIM,SCL,LIM,6
KWI-HBE,KWI,HBE,6
SEA-DEN,SEA,DEN,6
DAC-BKK,DAC,BKK,6
SFO-HKG,SFO,HKG,6
YYC-YEG,YYC,YEG,6
ACE-EMA,ACE,EMA,6
EMA-ACE,EMA,ACE,6
EMA-TFS,EMA,TFS,6
LPA-MAN,LPA,MAN,6
MAD-OPO,MAD,OPO,6
MAN-LPA,MAN,LPA,6
CUN-MEX,CUN,MEX,6
OPO-MAD,OPO,MAD,6
PFO-MAN,PFO,MAN,6
TFS-EMA,TFS,EMA,6
CTU-KWE,CTU,KWE,6
SFO-SEA,SFO,SEA,6
CGK-PKU,CGK,PKU,6
SHA-KWE,SHA,KWE,6
CGK-SUB,CGK,SUB,6
MEX-MTY,MEX,MTY,6
SHA-TAO,SHA,TAO,6
PKU-CGK,PKU,CGK,6
SHA-URC,SHA,URC,6
SHA-XMN,SHA,XMN,6
SUB-CGK,SUB,CGK,6
DME-FRU,DME,FRU,6
FRU-DME,FRU,DME,6
LIS-MAD,LIS,MAD,6
MAD-LIS,MAD,LIS,6
DAR-NBO,DAR,NBO,6
CTU-PEK,CTU,PEK,6
SYD-LAX,SYD,LAX,6
MAN-MUC,MAN,MUC,6
MUC-MAN,MUC,MAN,6
DLM-MAN,DLM,MAN,6
OVB-SVX,OVB,SVX,5
FRA-HEL,FRA,HEL,5
ADL-BNE,ADL,BNE,5
FRA-VIE,FRA,VIE,5
HAM-AYT,HAM,AYT,5
HEL-FRA,HEL,FRA,5
ADL-SYD,ADL,SYD,5
MUC-AGP,MUC,AGP,5
MUC-CTA,MUC,CTA,5
DEL-VNS,DEL,VNS,5
MUC-VIE,MUC,VIE,5
MXP-VIE,MXP,VIE,5
PMI-VLC,PMI,VLC,5
DXB-DEL,DXB,DEL,5
AMS-LHR,AMS,LHR,5
SVQ-PMI,SVQ,PMI,5
TXL-ARN,TXL,ARN,5
AQP-LIM,AQP,LIM,5
LOS-ACC,LOS,ACC,5
VIE-CPH,VIE,CPH,5
VIE-FCO,VIE,FCO,5
VIE-FLR,VIE,FLR,5
VIE-FRA,VIE,FRA,5
VIE-MUC,VIE,MUC,5
VIE-MXP,VIE,MXP,5
FLL-TPA,FLL,TPA,5
VLC-PMI,VLC,PMI,5
ZRH-VIE,ZRH,VIE,5
CTU-SYX,CTU,SYX,5
CKG-NKG,CKG,NKG,5
HYD-BLR,HYD,BLR,5
HYD-BOM,HYD,BOM,5
HYD-DEL,HYD,DEL,5
BRU-DKR,BRU,DKR,5
BRU-DLA,BRU,DLA,5
BRU-KGL,BRU,KGL,5
HYD-MAA,HYD,MAA,5
AUH-CMB,AUH,CMB,5
HYD-PNQ,HYD,PNQ,5
IDR-DEL,IDR,DEL,5
AUH-LHR,AUH,LHR,5
IXA-CCU,IXA,CCU,5
AUS-LAX,AUS,LAX,5
DEN-MSY,DEN,MSY,5
DKR-BRU,DKR,BRU,5
CTU-TAO,CTU,TAO,5
DLA-BRU,DLA,BRU,5
BCN-MIA,BCN,MIA,5
EWR-MSY,EWR,MSY,5
EZE-SCL,EZE,SCL,5
FCO-YYZ,FCO,YYZ,5
FIH-DLA,FIH,DLA,5
XNN-CTU,XNN,CTU,5
TPA-FLL,TPA,FLL,5
BNA-LAX,BNA,LAX,5
BNE-ADL,BNE,ADL,5
IXR-DEL,IXR,DEL,5
JAI-BOM,JAI,BOM,5
MSY-DEN,MSY,DEN,5
MSY-EWR,MSY,EWR,5
SCL-EZE,SCL,EZE,5
KTM-DEL,KTM,DEL,5
BNE-MEL,BNE,MEL,5
BNE-SYD,BNE,SYD,5
BOG-MIA,BOG,MIA,5
YYZ-DTW,YYZ,DTW,5
YYZ-FCO,YYZ,FCO,5
BOS-CUN,BOS,CUN,5
BEL-STM,BEL,STM,5
STM-MAO,STM,MAO,5
ABQ-ATL,ABQ,ATL,5
ALB-ATL,ALB,ATL,5
ALG-CDG,ALG,CDG,5
LKO-BOM,LKO,BOM,5
ATL-ABQ,ATL,ABQ,5
DME-TIV,DME,TIV,5
BOS-ORD,BOS,ORD,5
MAA-BLR,MAA,BLR,5
CTU-TYN,CTU,TYN,5
MAA-COK,MAA,COK,5
MAA-DEL,MAA,DEL,5
ATL-CAK,ATL,CAK,5
MAA-HYD,MAA,HYD,5
ATL-CLE,ATL,CLE,5
CLO-MIA,CLO,MIA,5
LJG-CTU,LJG,CTU,5
ATL-CZM,ATL,CZM,5
CMB-AUH,CMB,AUH,5
NAG-BOM,NAG,BOM,5
PAT-DEL,PAT,DEL,5
CUN-BOS,CUN,BOS,5
ATL-FCO,ATL,FCO,5
CUN-JFK,CUN,JFK,5
ATL-FRA,ATL,FRA,5
CWB-POA,CWB,POA,5
ATL-HSV,ATL,HSV,5
DEN-DFW,DEN,DFW,5
PNQ-BLR,PNQ,BLR,5
CCU-DAC,CCU,DAC,5
ATL-JAN,ATL,JAN,5
DEN-SEA,DEN,SEA,5
PNQ-HYD,PNQ,HYD,5
DFW-CDG,DFW,CDG,5
DFW-DEN,DFW,DEN,5
CTU-URC,CTU,URC,5
DAC-CCU,DAC,CCU,5
DAC-KUL,DAC,KUL,5
ATL-MDW,ATL,MDW,5
DFW-MAD,DFW,MAD,5
DFW-MEX,DFW,MEX,5
DFW-MSP,DFW,MSP,5
VNS-DEL,VNS,DEL,5
DFW-SFO,DFW,SFO,5
DFW-YYZ,DFW,YYZ,5
DME-LED,DME,LED,5
LED-DME,LED,DME,5
ATL-PDX,ATL,PDX,5
KUL-DAC,KUL,DAC,5
ATL-PNS,ATL,PNS,5
LXA-CTU,LXA,CTU,5
DXB-LHR,DXB,LHR,5
EDI-LHR,EDI,LHR,5
ELP-LAX,ELP,LAX,5
CKG-SYX,CKG,SYX,5
GDL-MTY,GDL,MTY,5
GMP-KIX,GMP,KIX,5
NKG-CKG,NKG,CKG,5
NKG-CTU,NKG,CTU,5
GRU-JFK,GRU,JFK,5
HKG-NRT,HKG,NRT,5
ATL-SRQ,ATL,SRQ,5
TIV-DME,TIV,DME,5
HND-HNL,HND,HNL,5
ATL-TUS,ATL,TUS,5
HNL-HND,HNL,HND,5
MTY-GDL,MTY,GDL,5
BCN-CDG,BCN,CDG,5
DEL-KBL,DEL,KBL,5
HNL-SYD,HNL,SYD,5
DXB-KBL,DXB,KBL,5
IAH-LAX,IAH,LAX,5
KBL-DEL,KBL,DEL,5
KBL-DXB,KBL,DXB,5
KIX-GMP,KIX,GMP,5
CAK-ATL,CAK,ATL,5
AYT-CGN,AYT,CGN,5
CAN-WUH,CAN,WUH,5
CDG-ALG,CDG,ALG,5
CDG-BCN,CDG,BCN,5
JFK-CUN,JFK,CUN,5
CDG-IAD,CDG,IAD,5
CDG-LYS,CDG,LYS,5
CDG-PRG,CDG,PRG,5
CGN-AYT,CGN,AYT,5
CGN-PMI,CGN,PMI,5
JFK-GRU,JFK,GRU,5
CGN-TXL,CGN,TXL,5
AUA-MIA,AUA,MIA,5
MIA-AUA,MIA,AUA,5
CKG-TNA,CKG,TNA,5
JFK-MAN,JFK,MAN,5
CZM-ATL,CZM,ATL,5
CTA-STR,CTA,STR,5
JFK-NRT,JFK,NRT,5
DLA-SSG,DLA,SSG,5
JFK-ORD,JFK,ORD,5
DTW-FRA,DTW,FRA,5
EDI-CDG,EDI,CDG,5
CTU-XNN,CTU,XNN,5
FCO-ATL,FCO,ATL,5
JFK-SEA,JFK,SEA,5
SXM-DOM,SXM,DOM,5
FRA-DTW,FRA,DTW,5
JFK-SJU,JFK,SJU,5
SGN-SIN,SGN,SIN,5
JHG-LJG,JHG,LJG,5
HSV-ATL,HSV,ATL,5
DUS-PMI,DUS,PMI,5
IAD-CDG,IAD,CDG,5
KHH-NRT,KHH,NRT,5
KOA-LAX,KOA,LAX,5
JAN-ATL,JAN,ATL,5
HAM-AMS,HAM,AMS,5
SVX-OVB,SVX,OVB,5
LAS-LGW,LAS,LGW,5
LAX-ABQ,LAX,ABQ,5
LAX-AUS,LAX,AUS,5
LAX-BNA,LAX,BNA,5
PMI-CGN,PMI,CGN,5
PMI-DUS,PMI,DUS,5
STR-CTA,STR,CTA,5
SYX-CKG,SYX,CKG,5
TXL-VIE,TXL,VIE,5
LAX-IAH,LAX,IAH,5
LJG-JHG,LJG,JHG,5
VIE-TXL,VIE,TXL,5
LJG-XIY,LJG,XIY,5
MDW-ATL,MDW,ATL,5
LAX-LIH,LAX,LIH,5
LAX-LIM,LAX,LIM,5
SYX-CTU,SYX,CTU,5
CEB-MNL,CEB,MNL,5
FOC-XIY,FOC,XIY,5
MSP-SEA,MSP,SEA,5
MSP-SFO,MSP,SFO,5
HAK-CKG,HAK,CKG,5
MNL-CEB,MNL,CEB,5
HAK-CTU,HAK,CTU,5
MNL-NRT,MNL,NRT,5
LIM-CUZ,LIM,CUZ,5
NRT-MNL,NRT,MNL,5
PNS-ATL,PNS,ATL,5
PRG-CDG,PRG,CDG,5
LAX-SAN,LAX,SAN,5
LAX-SEA,LAX,SEA,5
XIY-LJG,XIY,LJG,5
TNA-CKG,TNA,CKG,5
LAX-SJD,LAX,SJD,5
LAX-SLC,LAX,SLC,5
TIP-TUN,TIP,TUN,5
BKK-PVG,BKK,PVG,5
SEA-HNL,SEA,HNL,5
LAX-TUS,LAX,TUS,5
SFO-HNL,SFO,HNL,5
SJD-ATL,SJD,ATL,5
LAX-YVR,LAX,YVR,5
LAX-YYZ,LAX,YYZ,5
SRQ-ATL,SRQ,ATL,5
SSG-DLA,SSG,DLA,5
LGA-ORD,LGA,ORD,5
GRU-MVD,GRU,MVD,5
TUS-ATL,TUS,ATL,5
WUH-CAN,WUH,CAN,5
CGQ-PVG,CGQ,PVG,5
LGW-LAS,LGW,LAS,5
ICN-SIN,ICN,SIN,5
MVD-GRU,MVD,GRU,5
CSX-SHA,CSX,SHA,5
SIN-ICN,SIN,ICN,5
BKI-HKG,BKI,HKG,5
HKG-BKI,HKG,BKI,5
HKT-KUL,HKT,KUL,5
KUL-HKT,KUL,HKT,5
LGK-SIN,LGK,SIN,5
SIN-LGK,SIN,LGK,5
BRU-MAD,BRU,MAD,5
MAD-BRU,MAD,BRU,5
LHR-ABZ,LHR,ABZ,5
LHR-AMS,LHR,AMS,5
MXP-TIA,MXP,TIA,5
TIA-MXP,TIA,MXP,5
YEG-YZF,YEG,YZF,5
CGO-CTU,CGO,CTU,5
SSH-MAN,SSH,MAN,5
BKO-DKR,BKO,DKR,5
SIN-MNL,SIN,MNL,5
LHR-EDI,LHR,EDI,5
BLR-CCU,BLR,CCU,5
LGW-RAK,LGW,RAK,5
BLR-COK,BLR,COK,5
RAK-LGW,RAK,LGW,5
DKR-BKO,DKR,BKO,5
HRB-PVG,HRB,PVG,5
ARN-HEL,ARN,HEL,5
CGQ-NKG,CGQ,NKG,5
GVA-LIS,GVA,LIS,5
HEL-ARN,HEL,ARN,5
KMG-SHA,KMG,SHA,5
BLR-HYD,BLR,HYD,5
SYD-HKG,SYD,HKG,5
LHR-MAN,LHR,MAN,5
HGH-TSN,HGH,TSN,5
BCN-TFN,BCN,TFN,5
BLR-PNQ,BLR,PNQ,5
LHR-PHL,LHR,PHL,5
TSN-HGH,TSN,HGH,5
HGH-TYN,HGH,TYN,5
FCO-MXP,FCO,MXP,5
NNG-SHA,NNG,SHA,5
LHR-WAW,LHR,WAW,5
IBZ-MAD,IBZ,MAD,5
MAD-IBZ,MAD,IBZ,5
MAD-LPA,MAD,LPA,5
MAD-TFN,MAD,TFN,5
PVG-BKK,PVG,BKK,5
PVG-CGQ,PVG,CGQ,5
BOM-CCU,BOM,CCU,5
TFN-MAD,TFN,MAD,5
BOM-CJB,BOM,CJB,5
LIH-LAX,LIH,LAX,5
LIM-LAX,LIM,LAX,5
LIM-MIA,LIM,MIA,5
PVG-HRB,PVG,HRB,5
TYN-CTU,TYN,CTU,5
DBV-LGW,DBV,LGW,5
FAO-LGW,FAO,LGW,5
TYN-HGH,TYN,HGH,5
JNB-WDH,JNB,WDH,5
MAD-DFW,MAD,DFW,5
CGQ-TNA,CGQ,TNA,5
MAD-MIA,MAD,MIA,5
PVG-SHE,PVG,SHE,5
MAN-LHR,MAN,LHR,5
LGW-CUN,LGW,CUN,5
LGW-DBV,LGW,DBV,5
LGW-FAO,LGW,FAO,5
MAN-ORD,MAN,ORD,5
LGW-PFO,LGW,PFO,5
PVG-SYX,PVG,SYX,5
PFO-LGW,PFO,LGW,5
BOM-HYD,BOM,HYD,5
MCO-YYZ,MCO,YYZ,5
BOM-JAI,BOM,JAI,5
WDH-JNB,WDH,JNB,5
CTS-SDJ,CTS,SDJ,5
NRT-OKA,NRT,OKA,5
OKA-NRT,OKA,NRT,5
MDE-MIA,MDE,MIA,5
DOH-DXB,DOH,DXB,5
CAN-TSN,CAN,TSN,5
CSX-HGH,CSX,HGH,5
CSX-SYX,CSX,SYX,5
CSX-TSN,CSX,TSN,5
MEL-ADL,MEL,ADL,5
MEL-BNE,MEL,BNE,5
HGH-CSX,HGH,CSX,5
NNG-SZX,NNG,SZX,5
NNG-XIY,NNG,XIY,5
MEL-PER,MEL,PER,5
SYX-CSX,SYX,CSX,5
SZX-NNG,SZX,NNG,5
BOM-LKO,BOM,LKO,5
MEX-DFW,MEX,DFW,5
TSN-CAN,TSN,CAN,5
TSN-CSX,TSN,CSX,5
CTU-CGO,CTU,CGO,5
SHA-CSX,SHA,CSX,5
BOM-NAG,BOM,NAG,5
TSN-XMN,TSN,XMN,5
MIA-BCN,MIA,BCN,5
XIY-NNG,XIY,NNG,5
MIA-BOG,MIA,BOG,5
XMN-TSN,XMN,TSN,5
SHA-KMG,SHA,KMG,5
FUK-TPE,FUK,TPE,5
MIA-CLO,MIA,CLO,5
MIA-GUA,MIA,GUA,5
SFO-TPE,SFO,TPE,5
URC-CTU,URC,CTU,5
MIA-LIM,MIA,LIM,5
TPE-FUK,TPE,FUK,5
MIA-MAD,MIA,MAD,5
MIA-MDE,MIA,MDE,5
TPE-SFO,TPE,SFO,5
MIA-MSY,MIA,MSY,5
KIX-PUS,KIX,PUS,5
PUS-KIX,PUS,KIX,5
PUS-TAO,PUS,TAO,5
TAO-PUS,TAO,PUS,5
CAN-HAK,CAN,HAK,5
CAN-HFE,CAN,HFE,5
CAN-KHN,CAN,KHN,5
CAN-KMG,CAN,KMG,5
MIA-MXP,MIA,MXP,5
MSP-DFW,MSP,DFW,5
MSP-ORD,MSP,ORD,5
CAN-TAO,CAN,TAO,5
CAN-TNA,CAN,TNA,5
SHA-SJW,SHA,SJW,5
CAN-XIY,CAN,XIY,5
CCU-BLR,CCU,BLR,5
MSY-MIA,MSY,MIA,5
CGO-HAK,CGO,HAK,5
CCU-BOM,CCU,BOM,5
MNL-SIN,MNL,SIN,5
CGO-TAO,CGO,TAO,5
CGO-XMN,CGO,XMN,5
CGO-XNN,CGO,XNN,5
CGQ-PEK,CGQ,PEK,5
CGQ-TAO,CGQ,TAO,5
CKG-HKG,CKG,HKG,5
CKG-KWE,CKG,KWE,5
MXP-MIA,MXP,MIA,5
CKG-WNZ,CKG,WNZ,5
CKG-XMN,CKG,XMN,5
CSX-PEK,CSX,PEK,5
CTU-KWL,CTU,KWL,5
SHA-XIY,SHA,XIY,5
DLC-NKG,DLC,NKG,5
DLC-NRT,DLC,NRT,5
CTU-HAK,CTU,HAK,5
DLC-TAO,DLC,TAO,5
DLC-XIY,DLC,XIY,5
FOC-HAK,FOC,HAK,5
NRT-HKG,NRT,HKG,5
FOC-PEK,FOC,PEK,5
FOC-TNA,FOC,TNA,5
GRU-MAD,GRU,MAD,5
HAK-CAN,HAK,CAN,5
HAK-CGO,HAK,CGO,5
HAK-FOC,HAK,FOC,5
HAK-NKG,HAK,NKG,5
HAK-PEK,HAK,PEK,5
HET-HLD,HET,HLD,5
HFE-CAN,HFE,CAN,5
CCU-IXA,CCU,IXA,5
NRT-JFK,NRT,JFK,5
NRT-KHH,NRT,KHH,5
HGH-LJG,HGH,LJG,5
HRB-XIY,HRB,XIY,5
SHE-PVG,SHE,PVG,5
NRT-PUS,NRT,PUS,5
HGH-XMN,HGH,XMN,5
HKG-CKG,HKG,CKG,5
CJB-BOM,CJB,BOM,5
COK-BLR,COK,BLR,5
HLD-HET,HLD,HET,5
HLD-PEK,HLD,PEK,5
HND-SHA,HND,SHA,5
SJW-SHA,SJW,SHA,5
CTU-HFE,CTU,HFE,5
HRB-YNT,HRB,YNT,5
ORD-BOS,ORD,BOS,5
SYX-PVG,SYX,PVG,5
ICN-YNT,ICN,YNT,5
COK-MAA,COK,MAA,5
INC-PVG,INC,PVG,5
MNL-PPS,MNL,PPS,5
KHN-CAN,KHN,CAN,5
KHN-SZX,KHN,SZX,5
KIX-TAO,KIX,TAO,5
SIN-SGN,SIN,SGN,5
ORD-JFK,ORD,JFK,5
KWE-CKG,KWE,CKG,5
KWE-PVG,KWE,PVG,5
KWE-SZX,KWE,SZX,5
KWE-WUH,KWE,WUH,5
CKG-HAK,CKG,HAK,5
ORD-LGA,ORD,LGA,5
XIY-FOC,XIY,FOC,5
KWL-CTU,KWL,CTU,5
KWL-PEK,KWL,PEK,5
ORD-MAN,ORD,MAN,5
LHW-PEK,LHW,PEK,5
XIY-SHA,XIY,SHA,5
LJG-HGH,LJG,HGH,5
MAD-GRU,MAD,GRU,5
NGB-PEK,NGB,PEK,5
NGB-TAO,NGB,TAO,5
NGO-PVG,NGO,PVG,5
ORD-MSP,ORD,MSP,5
NKG-DLC,NKG,DLC,5
DEL-DXB,DEL,DXB,5
NKG-HAK,NKG,HAK,5
NKG-SZX,NKG,SZX,5
XIY-HRB,XIY,HRB,5
ORD-PEK,ORD,PEK,5
ORD-PVG,ORD,PVG,5
ORD-SFO,ORD,SFO,5
NRT-DLC,NRT,DLC,5
ZUH-PVG,ZUH,PVG,5
NRT-PVG,NRT,PVG,5
PEK-CGQ,PEK,CGQ,5
PEK-CSX,PEK,CSX,5
ORD-YVR,ORD,YVR,5
PEK-FOC,PEK,FOC,5
PEK-HAK,PEK,HAK,5
ORD-YYC,ORD,YYC,5
ATL-CHA,ATL,CHA,5
PEK-HLD,PEK,HLD,5
PEK-ORD,PEK,ORD,5
PEK-SEA,PEK,SEA,5
PEK-KWL,PEK,KWL,5
PEK-LHW,PEK,LHW,5
PEK-NGB,PEK,NGB,5
PER-MEL,PER,MEL,5
PER-SYD,PER,SYD,5
DEL-HYD,DEL,HYD,5
PEK-TAO,PEK,TAO,5
PEK-WUH,PEK,WUH,5
PEK-XIY,PEK,XIY,5
PHL-DEN,PHL,DEN,5
PEK-XNN,PEK,XNN,5
PHL-LHR,PHL,LHR,5
PVG-INC,PVG,INC,5
PVG-KWE,PVG,KWE,5
PVG-NGO,PVG,NGO,5
PVG-NRT,PVG,NRT,5
DEL-IDR,DEL,IDR,5
PPS-MNL,PPS,MNL,5
PNH-SIN,PNH,SIN,5
SHA-HND,SHA,HND,5
PHX-MSP,PHX,MSP,5
PHX-PDX,PHX,PDX,5
SHE-TNA,SHE,TNA,5
SIN-SZX,SIN,SZX,5
SYX-XMN,SYX,XMN,5
SZX-KHN,SZX,KHN,5
ATL-XNA,ATL,XNA,5
SZX-KWE,SZX,KWE,5
SZX-NKG,SZX,NKG,5
PSP-SFO,PSP,SFO,5
SZX-SIN,SZX,SIN,5
SZX-XIY,SZX,XIY,5
TAO-CAN,TAO,CAN,5
TAO-CGO,TAO,CGO,5
TAO-CGQ,TAO,CGQ,5
TAO-DLC,TAO,DLC,5
PTY-MIA,PTY,MIA,5
PUS-NRT,PUS,NRT,5
TAO-KIX,TAO,KIX,5
TAO-NGB,TAO,NGB,5
TAO-PEK,TAO,PEK,5
TAO-PVG,TAO,PVG,5
CHA-ATL,CHA,ATL,5
TNA-CAN,TNA,CAN,5
TNA-FOC,TNA,FOC,5
PVG-ORD,PVG,ORD,5
TNA-SHE,TNA,SHE,5
PVR-SFO,PVR,SFO,5
DEL-IXR,DEL,IXR,5
RNO-LAX,RNO,LAX,5
WNZ-CKG,WNZ,CKG,5
WNZ-XIY,WNZ,XIY,5
WUH-KWE,WUH,KWE,5
WUH-PEK,WUH,PEK,5
GSO-ATL,GSO,ATL,5
XIY-CAN,XIY,CAN,5
SAN-LAX,SAN,LAX,5
GSP-ATL,GSP,ATL,5
DEL-KTM,DEL,KTM,5
SEA-JFK,SEA,JFK,5
SEA-LAX,SEA,LAX,5
CTU-LJG,CTU,LJG,5
SEA-PEK,SEA,PEK,5
XIY-PEK,XIY,PEK,5
SEA-PHX,SEA,PHX,5
XIY-SZX,XIY,SZX,5
SEA-SFO,SEA,SFO,5
XIY-WNZ,XIY,WNZ,5
SEA-YVR,SEA,YVR,5
XMN-CGO,XMN,CGO,5
XMN-CKG,XMN,CKG,5
SFO-DFW,SFO,DFW,5
XMN-HGH,XMN,HGH,5
MSY-DTW,MSY,DTW,5
DEL-MAA,DEL,MAA,5
DEL-PAT,DEL,PAT,5
XMN-SYX,XMN,SYX,5
XNA-ATL,XNA,ATL,5
XNN-CGO,XNN,CGO,5
XNN-PEK,XNN,PEK,5
YNT-HRB,YNT,HRB,5
YNT-ICN,YNT,ICN,5
SFO-ORD,SFO,ORD,5
SFO-PVR,SFO,PVR,5
BAH-DXB,BAH,DXB,5
AUH-KWI,AUH,KWI,5
CMB-SIN,CMB,SIN,5
DPS-HKG,DPS,HKG,5
BKK-BOM,BKK,BOM,5
HKG-DPS,HKG,DPS,5
HKG-HKT,HKG,HKT,5
BOM-BKK,BOM,BKK,5
HKG-SHA,HKG,SHA,5
HKG-XMN,HKG,XMN,5
HKT-HKG,HKT,HKG,5
SJD-LAX,SJD,LAX,5
SHA-HKG,SHA,HKG,5
SIN-CMB,SIN,CMB,5
XMN-HKG,XMN,HKG,5
SJU-JFK,SJU,JFK,5
BOM-IXE,BOM,IXE,5
CGO-SYX,CGO,SYX,5
BOM-LHR,BOM,LHR,5
CSX-NGB,CSX,NGB,5
HAK-PVG,HAK,PVG,5
HGH-WUH,HGH,WUH,5
ICN-PVG,ICN,PVG,5
SMF-SEA,SMF,SEA,5
NGB-CSX,NGB,CSX,5
PVG-HAK,PVG,HAK,5
PVG-ICN,PVG,ICN,5
PVG-WUH,PVG,WUH,5
SYX-CGO,SYX,CGO,5
WUH-HGH,WUH,HGH,5
WUH-PVG,WUH,PVG,5
STL-LAX,STL,LAX,5
ACE-GLA,ACE,GLA,5
SYD-ADL,SYD,ADL,5
BRU-EWR,BRU,EWR,5
FUE-MAN,FUE,MAN,5
GLA-ACE,GLA,ACE,5
SYD-BNE,SYD,BNE,5
MAN-FUE,MAN,FUE,5
CCU-IXZ,CCU,IXZ,5
SYD-CNS,SYD,CNS,5
SYD-HNL,SYD,HNL,5
DEN-DTW,DEN,DTW,5
DEL-HKG,DEL,HKG,5
DEN-SLC,DEN,SLC,5
DTW-DEN,DTW,DEN,5
ICN-LAX,ICN,LAX,5
LAX-ICN,LAX,ICN,5
DEL-LHR,DEL,LHR,5
BCN-WAW,BCN,WAW,5
FUE-LGW,FUE,LGW,5
LGW-FUE,LGW,FUE,5
LGW-LPA,LGW,LPA,5
SYD-PER,SYD,PER,5
LPA-LGW,LPA,LGW,5
EWR-BRU,EWR,BRU,5
PRG-ARN,PRG,ARN,5
WAW-BCN,WAW,BCN,5
HKG-DEL,HKG,DEL,5
WAW-LHR,WAW,LHR,5
IXE-BOM,IXE,BOM,5
IXZ-CCU,IXZ,CCU,5
IXZ-MAA,IXZ,MAA,5
LHR-BOM,LHR,BOM,5
YVR-LAX,YVR,LAX,5
DXB-JED,DXB,JED,5
DXB-SIN,DXB,SIN,5
JED-DXB,JED,DXB,5
LHR-DEL,LHR,DEL,5
YVR-ORD,YVR,ORD,5
MEL-WLG,MEL,WLG,5
SIN-DXB,SIN,DXB,5
YVR-SEA,YVR,SEA,5
SYD-WLG,SYD,WLG,5
WLG-MEL,WLG,MEL,5
WLG-SYD,WLG,SYD,5
IKA-IST,IKA,IST,5
IST-IKA,IST,IKA,5
ABJ-LFW,ABJ,LFW,5
EBB-KGL,EBB,KGL,5
FRA-LIS,FRA,LIS,5
GIG-GRU,GIG,GRU,5
DEN-LAS,DEN,LAS,5
LAS-DEN,LAS,DEN,5
JED-KWI,JED,KWI,5
KWI-JED,KWI,JED,5
MAA-IXZ,MAA,IXZ,5
AGP-BRU,AGP,BRU,5
AGP-MAN,AGP,MAN,5
ALC-MAN,ALC,MAN,5
BCN-BRU,BCN,BRU,5
BCN-OPO,BCN,OPO,5
BHX-FUE,BHX,FUE,5
BHX-PMI,BHX,PMI,5
BHX-TFS,BHX,TFS,5
BRS-PMI,BRS,PMI,5
BRS-TFS,BRS,TFS,5
BRU-BCN,BRU,BCN,5
BRU-OPO,BRU,OPO,5
YYC-ORD,YYC,ORD,5
EMA-PMI,EMA,PMI,5
YYZ-DFW,YYZ,DFW,5
FUE-BHX,FUE,BHX,5
FCO-ATH,FCO,ATH,5
YYZ-LAX,YYZ,LAX,5
MAN-AGP,MAN,AGP,5
MAN-ALC,MAN,ALC,5
GVA-OPO,GVA,OPO,5
HER-MUC,HER,MUC,5
OPO-BCN,OPO,BCN,5
OPO-BRU,OPO,BRU,5
OPO-LIS,OPO,LIS,5
YYZ-MCO,YYZ,MCO,5
LCA-ATH,LCA,ATH,5
PMI-BHX,PMI,BHX,5
PMI-EMA,PMI,EMA,5
TFS-BHX,TFS,BHX,5
TFS-BRS,TFS,BRS,5
ACE-FUE,ACE,FUE,5
AGP-MUC,AGP,MUC,5
BDO-SIN,BDO,SIN,5
BPN-CGK,BPN,CGK,5
CGK-BPN,CGK,BPN,5
AGP-PMI,AGP,PMI,5
CGK-JOG,CGK,JOG,5
ARN-TXL,ARN,TXL,5
LHR-ATH,LHR,ATH,5
AUH-FRA,AUH,FRA,5
AUH-PEK,AUH,PEK,5
DPS-PER,DPS,PER,5
MUC-HER,MUC,HER,5
JOG-CGK,JOG,CGK,5
JOG-SIN,JOG,SIN,5
PER-DPS,PER,DPS,5
AYT-DUS,AYT,DUS,5
SIN-BDO,SIN,BDO,5
AYT-HAM,AYT,HAM,5
CTU-LXA,CTU,LXA,5
SIN-JOG,SIN,JOG,5
CTU-NKG,CTU,NKG,5
BEG-FRA,BEG,FRA,5
ABQ-LAX,ABQ,LAX,5
HNL-OGG,HNL,OGG,5
OGG-HNL,OGG,HNL,5
DME-VIE,DME,VIE,5
VIE-DME,VIE,DME,5
AMS-BCN,AMS,BCN,5
BCN-AMS,BCN,AMS,5
BCN-OTP,BCN,OTP,5
BCN-PRG,BCN,PRG,5
